customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases,avg_order_value,discount_applied_flag,promo_code_used_flag,subscription_flag,frequency_score,satisfaction_flag,satisfaction_level,promo_dependency_score,promo_dependency_level,value_score,value_tier,loyalty_def_1,loyalty_def_2,customer_segment,age_group,spend_level,retention_score,retention_level
1941,50,Male,Hat,Accessories,89,Alaska,L,Gray,Fall,3.9,No,2-Day Shipping,No,No,48,PayPal,Fortnightly,1.8541666666666667,0,0,0,6,0,Medium Satisfaction,0.0,Low Promo Dependency,0.6525576923076923,Premium Value,1,0,Stable Mid-Value Customers,45-54,High Spend,0.8893589743589744,High Retention
1942,55,Male,Shoes,Footwear,99,Vermont,XL,Peach,Winter,3.3,No,Standard,No,No,46,Credit Card,Quarterly,2.152173913043478,0,0,0,4,0,Medium Satisfaction,0.0,Low Promo Dependency,0.6094294871794872,Premium Value,1,0,Stable Mid-Value Customers,55+,High Spend,0.7192564102564103,High Retention
1943,63,Male,Pants,Clothing,28,Alabama,M,Cyan,Fall,3.4,No,Express,No,No,22,PayPal,Monthly,1.2727272727272727,0,0,0,5,0,Medium Satisfaction,0.0,Low Promo Dependency,0.2712051282051282,Low Value,0,0,At-Risk Low Value Customers,55+,Low Spend,0.5208205128205128,Medium Retention
1944,32,Male,Socks,Clothing,53,Wisconsin,L,Violet,Summer,3.8,No,Next Day Air,No,No,45,Cash,Annually,1.1777777777777778,0,0,0,2,0,Medium Satisfaction,0.0,Low Promo Dependency,0.3914615384615384,Mid Value,0,0,Stable Mid-Value Customers,25-34,Medium Spend,0.6187179487179486,High Retention
1945,30,Male,Hoodie,Clothing,45,Arkansas,M,Gold,Winter,2.7,No,Free Shipping,No,No,49,Cash,Every 3 Months,0.9183673469387755,0,0,0,4,0,Low Satisfaction,0.0,Low Promo Dependency,0.4280576923076923,High Value,0,0,Stable Mid-Value Customers,25-34,Low Spend,0.7574102564102564,High Retention
1946,35,Male,Hoodie,Clothing,38,Georgia,M,Gold,Winter,2.9,No,2-Day Shipping,No,No,9,Credit Card,Every 3 Months,4.222222222222222,0,0,0,4,0,Low Satisfaction,0.0,Low Promo Dependency,0.20296153846153847,Low Value,0,0,At-Risk Low Value Customers,35-44,Low Spend,0.27764102564102566,Low Retention
1947,59,Male,Pants,Clothing,49,Louisiana,M,White,Summer,4.5,No,Standard,No,No,41,Credit Card,Quarterly,1.1951219512195121,0,0,0,4,1,High Satisfaction,0.0,Low Promo Dependency,0.5015192307692308,High Value,0,1,Champions,55+,Medium Spend,0.6614102564102564,High Retention
1948,59,Male,Shirt,Clothing,32,New York,M,Gray,Summer,2.6,No,Store Pickup,No,No,2,PayPal,Monthly,16.0,0,0,0,5,0,Low Satisfaction,0.0,Low Promo Dependency,0.18687820512820513,Low Value,0,0,At-Risk Low Value Customers,55+,Low Spend,0.2792051282051282,Low Retention
1949,54,Male,T-shirt,Clothing,37,Connecticut,L,Brown,Winter,3.1,No,Next Day Air,No,No,39,PayPal,Bi-Weekly,0.9487179487179487,0,0,0,1,0,Medium Satisfaction,0.0,Low Promo Dependency,0.27607692307692305,Low Value,0,0,Stable Mid-Value Customers,45-54,Low Spend,0.49164102564102563,Medium Retention
1950,63,Male,Dress,Clothing,80,Nebraska,L,Gray,Winter,4.7,No,Store Pickup,No,No,12,PayPal,Quarterly,6.666666666666667,0,0,0,4,1,High Satisfaction,0.0,Low Promo Dependency,0.4679358974358975,High Value,0,0,Stable Mid-Value Customers,55+,High Spend,0.313025641025641,Low Retention
1951,43,Male,Backpack,Accessories,78,Arkansas,L,Blue,Summer,4.6,No,Free Shipping,No,No,26,PayPal,Every 3 Months,3.0,0,0,0,4,1,High Satisfaction,0.0,Low Promo Dependency,0.531051282051282,Premium Value,0,0,Stable Mid-Value Customers,35-44,High Spend,0.48194871794871796,Medium Retention
1952,33,Male,Gloves,Accessories,53,Connecticut,L,Gold,Summer,2.7,No,Next Day Air,No,No,32,Bank Transfer,Bi-Weekly,1.65625,0,0,0,1,0,Low Satisfaction,0.0,Low Promo Dependency,0.3001410256410256,Low Value,0,0,At-Risk Low Value Customers,25-34,Medium Spend,0.41102564102564104,Medium Retention
1953,57,Male,Shoes,Footwear,82,Maryland,L,Yellow,Summer,4.6,No,2-Day Shipping,No,No,50,Cash,Bi-Weekly,1.64,0,0,0,1,1,High Satisfaction,0.0,Low Promo Dependency,0.5924615384615384,Premium Value,0,0,Stable Mid-Value Customers,55+,High Spend,0.6222564102564102,High Retention
1954,25,Male,Skirt,Clothing,33,Colorado,XL,Green,Spring,4.8,No,Standard,No,No,3,PayPal,Fortnightly,11.0,0,0,0,6,1,High Satisfaction,0.0,Low Promo Dependency,0.3246410256410257,Low Value,0,0,Stable Mid-Value Customers,25-34,Low Spend,0.34789743589743594,Low Retention
1955,26,Male,Gloves,Accessories,77,Colorado,M,Pink,Winter,4.2,No,Free Shipping,No,No,3,Venmo,Quarterly,25.666666666666668,0,0,0,4,1,High Satisfaction,0.0,Low Promo Dependency,0.41197435897435897,Mid Value,0,0,Stable Mid-Value Customers,25-34,High Spend,0.20456410256410257,Low Retention
1956,50,Male,Hoodie,Clothing,56,Maine,M,Pink,Winter,4.9,No,Express,No,No,37,Cash,Monthly,1.5135135135135136,0,0,0,5,1,High Satisfaction,0.0,Low Promo Dependency,0.5503910256410256,Premium Value,0,0,Stable Mid-Value Customers,45-54,Medium Spend,0.7013589743589743,High Retention
1957,70,Male,Socks,Clothing,37,Oklahoma,M,Pink,Winter,4.9,No,Express,No,No,20,Credit Card,Fortnightly,1.85,0,0,0,6,1,High Satisfaction,0.0,Low Promo Dependency,0.42480769230769233,High Value,0,0,Stable Mid-Value Customers,55+,Low Spend,0.5508205128205128,Medium Retention
1958,68,Male,Gloves,Accessories,54,South Carolina,M,Cyan,Spring,4.5,No,Store Pickup,No,No,26,Cash,Bi-Weekly,2.076923076923077,0,0,0,1,1,High Satisfaction,0.0,Low Promo Dependency,0.3723974358974359,Mid Value,0,0,Stable Mid-Value Customers,55+,Medium Spend,0.3364102564102564,Low Retention
1959,39,Male,Shorts,Clothing,67,Nevada,M,Gray,Winter,2.7,No,Store Pickup,No,No,47,Cash,Quarterly,1.425531914893617,0,0,0,4,0,Low Satisfaction,0.0,Low Promo Dependency,0.49577564102564103,High Value,1,0,Stable Mid-Value Customers,35-44,Medium Spend,0.7321794871794872,High Retention
1960,46,Male,Shoes,Footwear,90,Colorado,M,White,Fall,3.1,No,Store Pickup,No,No,7,Credit Card,Every 3 Months,12.857142857142858,0,0,0,4,0,Medium Satisfaction,0.0,Low Promo Dependency,0.38126923076923075,Mid Value,0,0,At-Risk Low Value Customers,45-54,High Spend,0.25733333333333336,Low Retention
1961,57,Male,Jeans,Clothing,72,Massachusetts,L,Red,Summer,3.3,No,2-Day Shipping,No,No,40,Credit Card,Annually,1.8,0,0,0,2,0,Medium Satisfaction,0.0,Low Promo Dependency,0.4356858974358975,High Value,0,0,Stable Mid-Value Customers,55+,Medium Spend,0.5615641025641025,Medium Retention
1962,47,Male,Boots,Footwear,59,Nevada,L,Black,Summer,2.6,No,Free Shipping,No,No,45,Debit Card,Quarterly,1.3111111111111111,0,0,0,4,0,Low Satisfaction,0.0,Low Promo Dependency,0.4561923076923077,High Value,0,0,Stable Mid-Value Customers,45-54,Medium Spend,0.7068717948717949,High Retention
1963,40,Male,Hat,Accessories,45,Iowa,M,Silver,Fall,4.4,No,Standard,No,No,20,PayPal,Fortnightly,2.25,0,0,0,6,1,High Satisfaction,0.0,Low Promo Dependency,0.4539230769230769,High Value,0,0,Stable Mid-Value Customers,35-44,Low Spend,0.5508205128205128,Medium Retention
1964,52,Male,Shorts,Clothing,30,Michigan,L,Pink,Spring,3.9,No,Standard,No,No,11,Credit Card,Weekly,2.727272727272727,0,0,0,7,0,Medium Satisfaction,0.0,Low Promo Dependency,0.2796987179487179,Low Value,0,0,At-Risk Low Value Customers,45-54,Low Spend,0.49941025641025644,Medium Retention
1965,40,Male,Pants,Clothing,51,West Virginia,S,Cyan,Summer,4.6,No,Express,No,No,50,Debit Card,Monthly,1.02,0,0,0,5,1,High Satisfaction,0.0,Low Promo Dependency,0.5968205128205127,Premium Value,0,1,Champions,35-44,Medium Spend,0.854974358974359,High Retention
1966,67,Male,Sweater,Clothing,90,Indiana,M,White,Fall,4.9,No,Express,No,No,25,Debit Card,Quarterly,3.6,0,0,0,4,1,High Satisfaction,0.0,Low Promo Dependency,0.5698589743589744,Premium Value,0,0,Stable Mid-Value Customers,55+,High Spend,0.46994871794871795,Medium Retention
1967,67,Male,Jacket,Outerwear,95,Indiana,XL,Purple,Winter,3.7,No,Express,No,No,5,Credit Card,Fortnightly,19.0,0,0,0,6,0,Medium Satisfaction,0.0,Low Promo Dependency,0.46191025641025646,High Value,0,0,At-Risk Low Value Customers,55+,High Spend,0.3755897435897436,Low Retention
1968,37,Male,Dress,Clothing,81,Georgia,L,Yellow,Fall,3.7,No,Standard,No,No,4,Venmo,Annually,20.25,0,0,0,2,0,Medium Satisfaction,0.0,Low Promo Dependency,0.2882692307692308,Low Value,0,0,At-Risk Low Value Customers,35-44,High Spend,0.13041025641025641,Low Retention
1969,67,Male,Shirt,Clothing,70,Minnesota,S,Blue,Spring,4.2,No,Standard,No,No,25,Credit Card,Weekly,2.8,0,0,0,7,1,High Satisfaction,0.0,Low Promo Dependency,0.5967051282051282,Premium Value,0,0,Stable Mid-Value Customers,55+,Medium Spend,0.6687179487179487,High Retention
1970,64,Male,Dress,Clothing,32,Louisiana,S,Cyan,Winter,3.5,No,Next Day Air,No,No,11,Bank Transfer,Fortnightly,2.909090909090909,0,0,0,6,0,Medium Satisfaction,0.0,Low Promo Dependency,0.26021153846153844,Low Value,0,0,At-Risk Low Value Customers,55+,Low Spend,0.443974358974359,Medium Retention
1971,28,Male,Belt,Accessories,94,Maryland,M,Indigo,Spring,2.9,No,Next Day Air,No,No,4,Credit Card,Bi-Weekly,23.5,0,0,0,1,0,Low Satisfaction,0.0,Low Promo Dependency,0.3074230769230769,Low Value,0,0,At-Risk Low Value Customers,25-34,High Spend,0.07302564102564103,Low Retention
1972,54,Male,Hat,Accessories,29,Pennsylvania,XL,Indigo,Spring,3.4,No,Next Day Air,No,No,1,Venmo,Monthly,29.0,0,0,0,5,0,Medium Satisfaction,0.0,Low Promo Dependency,0.1696794871794872,Low Value,0,0,At-Risk Low Value Customers,45-54,Low Spend,0.2672820512820513,Low Retention
1973,54,Male,Backpack,Accessories,31,Louisiana,M,Silver,Summer,3.3,No,Express,No,No,48,PayPal,Every 3 Months,0.6458333333333334,0,0,0,4,0,Medium Satisfaction,0.0,Low Promo Dependency,0.3697371794871795,Mid Value,0,0,Stable Mid-Value Customers,45-54,Low Spend,0.7460256410256411,High Retention
1974,24,Male,Skirt,Clothing,20,Maryland,XL,Red,Fall,4.5,No,Standard,No,No,9,Venmo,Every 3 Months,2.2222222222222223,0,0,0,4,1,High Satisfaction,0.0,Low Promo Dependency,0.2321923076923077,Low Value,0,0,Stable Mid-Value Customers,18-24,Low Spend,0.27764102564102566,Low Retention
1975,27,Male,Gloves,Accessories,44,Tennessee,M,Peach,Winter,4.6,No,2-Day Shipping,No,No,2,PayPal,Fortnightly,22.0,0,0,0,6,1,High Satisfaction,0.0,Low Promo Dependency,0.36018589743589746,Mid Value,0,0,Stable Mid-Value Customers,25-34,Low Spend,0.3353589743589744,Low Retention
1976,53,Male,Jacket,Outerwear,77,Illinois,L,Turquoise,Fall,2.9,No,Express,No,No,4,Cash,Quarterly,19.25,0,0,0,4,0,Low Satisfaction,0.0,Low Promo Dependency,0.3178076923076923,Low Value,0,0,At-Risk Low Value Customers,45-54,High Spend,0.21856410256410258,Low Retention
1977,32,Male,Handbag,Accessories,51,Wyoming,M,Pink,Spring,3.2,No,Next Day Air,No,No,43,PayPal,Fortnightly,1.186046511627907,0,0,0,6,0,Medium Satisfaction,0.0,Low Promo Dependency,0.4901858974358974,High Value,0,0,Stable Mid-Value Customers,25-34,Medium Spend,0.8278205128205128,High Retention
1978,24,Male,Sandals,Footwear,49,Florida,M,Teal,Summer,2.6,No,Free Shipping,No,No,32,Bank Transfer,Annually,1.53125,0,0,0,2,0,Low Satisfaction,0.0,Low Promo Dependency,0.3137564102564102,Low Value,0,0,At-Risk Low Value Customers,18-24,Medium Spend,0.4684102564102564,Medium Retention
1979,45,Male,Sunglasses,Accessories,78,Massachusetts,L,Magenta,Spring,3.8,No,Store Pickup,No,No,1,Cash,Quarterly,78.0,0,0,0,4,0,Medium Satisfaction,0.0,Low Promo Dependency,0.30528205128205127,Low Value,0,0,At-Risk Low Value Customers,45-54,High Spend,0.18010256410256412,Low Retention
1980,49,Male,Jeans,Clothing,98,Tennessee,L,Blue,Spring,2.8,No,Store Pickup,No,No,38,Debit Card,Fortnightly,2.5789473684210527,0,0,0,6,0,Low Satisfaction,0.0,Low Promo Dependency,0.6380576923076924,Premium Value,1,0,Stable Mid-Value Customers,45-54,High Spend,0.7688974358974359,High Retention
1981,51,Male,Sandals,Footwear,94,Iowa,M,Green,Winter,4.4,No,Store Pickup,No,No,25,PayPal,Fortnightly,3.76,0,0,0,6,1,High Satisfaction,0.0,Low Promo Dependency,0.656602564102564,Premium Value,0,0,Stable Mid-Value Customers,45-54,High Spend,0.6132820512820513,High Retention
1982,69,Male,Shoes,Footwear,91,Michigan,L,Violet,Summer,4.7,No,Express,No,No,42,PayPal,Quarterly,2.1666666666666665,0,0,0,4,1,High Satisfaction,0.0,Low Promo Dependency,0.6588076923076923,Premium Value,1,1,Champions,55+,High Spend,0.6731794871794872,High Retention
1983,41,Male,Sunglasses,Accessories,77,Kansas,M,Turquoise,Summer,2.7,No,2-Day Shipping,No,No,32,PayPal,Monthly,2.40625,0,0,0,5,0,Low Satisfaction,0.0,Low Promo Dependency,0.5022307692307691,High Value,0,0,At-Risk Low Value Customers,35-44,High Spend,0.6437435897435897,High Retention
1984,59,Male,Scarf,Accessories,97,Georgia,M,Pink,Summer,2.6,No,Next Day Air,No,No,21,Debit Card,Quarterly,4.619047619047619,0,0,0,4,0,Low Satisfaction,0.0,Low Promo Dependency,0.4771474358974359,High Value,0,0,At-Risk Low Value Customers,55+,High Spend,0.42125641025641025,Medium Retention
1985,26,Male,Skirt,Clothing,58,West Virginia,M,Black,Summer,3.4,No,2-Day Shipping,No,No,26,PayPal,Fortnightly,2.230769230769231,0,0,0,6,0,Medium Satisfaction,0.0,Low Promo Dependency,0.43052564102564106,High Value,0,0,At-Risk Low Value Customers,25-34,Medium Spend,0.6252820512820513,High Retention
1986,23,Male,Gloves,Accessories,97,Tennessee,M,Gold,Spring,3.9,No,2-Day Shipping,No,No,6,Credit Card,Fortnightly,16.166666666666668,0,0,0,6,0,Medium Satisfaction,0.0,Low Promo Dependency,0.4756410256410256,High Value,0,0,At-Risk Low Value Customers,18-24,High Spend,0.388974358974359,Low Retention
1987,62,Male,Coat,Outerwear,48,Arkansas,L,Green,Summer,3.4,No,2-Day Shipping,No,No,14,Venmo,Quarterly,3.4285714285714284,0,0,0,4,0,Medium Satisfaction,0.0,Low Promo Dependency,0.2629935897435898,Low Value,0,0,At-Risk Low Value Customers,55+,Medium Spend,0.3367948717948718,Low Retention
1988,69,Male,Belt,Accessories,23,Vermont,XL,White,Summer,3.4,No,Express,No,No,4,Cash,Quarterly,5.75,0,0,0,4,0,Medium Satisfaction,0.0,Low Promo Dependency,0.11869230769230771,Low Value,0,0,At-Risk Low Value Customers,55+,Low Spend,0.21856410256410258,Low Retention
1989,46,Male,Pants,Clothing,79,Virginia,M,Gold,Winter,3.9,No,Free Shipping,No,No,26,Bank Transfer,Weekly,3.0384615384615383,0,0,0,7,0,Medium Satisfaction,0.0,Low Promo Dependency,0.534051282051282,Premium Value,0,0,At-Risk Low Value Customers,45-54,High Spend,0.6807179487179487,High Retention
1990,35,Male,Jewelry,Accessories,42,Maryland,S,Charcoal,Spring,4.0,No,Express,No,No,39,PayPal,Bi-Weekly,1.0769230769230769,0,0,0,1,1,High Satisfaction,0.0,Low Promo Dependency,0.3946153846153846,Mid Value,0,0,Stable Mid-Value Customers,35-44,Low Spend,0.49164102564102563,Medium Retention
1991,32,Male,Backpack,Accessories,95,Connecticut,L,White,Spring,3.4,No,2-Day Shipping,No,No,15,PayPal,Annually,6.333333333333333,0,0,0,2,0,Medium Satisfaction,0.0,Low Promo Dependency,0.3950128205128205,Mid Value,0,0,At-Risk Low Value Customers,25-34,High Spend,0.2613333333333333,Low Retention
1992,46,Male,Sneakers,Footwear,29,Missouri,M,Brown,Summer,3.7,No,Next Day Air,No,No,1,Venmo,Every 3 Months,29.0,0,0,0,4,0,Medium Satisfaction,0.0,Low Promo Dependency,0.1260897435897436,Low Value,0,0,At-Risk Low Value Customers,45-54,Low Spend,0.18010256410256412,Low Retention
1993,33,Male,Hoodie,Clothing,98,New Jersey,L,Gold,Winter,4.9,No,2-Day Shipping,No,No,28,Venmo,Monthly,3.5,0,0,0,5,1,High Satisfaction,0.0,Low Promo Dependency,0.6601730769230769,Premium Value,0,0,Stable Mid-Value Customers,25-34,High Spend,0.5932051282051283,Medium Retention
1994,32,Male,Blouse,Clothing,96,Arkansas,S,Purple,Spring,5.0,No,Express,No,No,17,Cash,Weekly,5.647058823529412,0,0,0,7,1,High Satisfaction,0.0,Low Promo Dependency,0.651448717948718,Premium Value,0,0,Stable Mid-Value Customers,25-34,High Spend,0.5697948717948718,Medium Retention
1995,33,Male,Sunglasses,Accessories,66,Nevada,M,Brown,Fall,2.9,No,Next Day Air,No,No,24,Credit Card,Weekly,2.75,0,0,0,7,0,Low Satisfaction,0.0,Low Promo Dependency,0.4766025641025641,High Value,0,0,At-Risk Low Value Customers,25-34,Medium Spend,0.6556410256410257,High Retention
1996,67,Male,Boots,Footwear,80,Missouri,S,Teal,Spring,3.0,No,Standard,No,No,29,Debit Card,Quarterly,2.7586206896551726,0,0,0,4,0,Medium Satisfaction,0.0,Low Promo Dependency,0.4531282051282052,High Value,0,0,At-Risk Low Value Customers,55+,High Spend,0.5174871794871795,Medium Retention
1997,67,Male,Sneakers,Footwear,27,South Dakota,L,Indigo,Summer,3.3,No,Next Day Air,No,No,18,Cash,Every 3 Months,1.5,0,0,0,4,0,Medium Satisfaction,0.0,Low Promo Dependency,0.20286538461538461,Low Value,0,0,At-Risk Low Value Customers,55+,Low Spend,0.38264102564102564,Low Retention
1998,42,Male,Backpack,Accessories,25,Connecticut,M,Purple,Fall,4.7,No,Express,No,No,10,Debit Card,Bi-Weekly,2.5,0,0,0,1,1,High Satisfaction,0.0,Low Promo Dependency,0.18325,Low Value,0,0,Stable Mid-Value Customers,35-44,Low Spend,0.14294871794871794,Low Retention
1999,20,Male,Pants,Clothing,45,Vermont,M,Orange,Fall,3.4,No,2-Day Shipping,No,No,19,Cash,Quarterly,2.3684210526315788,0,0,0,4,0,Medium Satisfaction,0.0,Low Promo Dependency,0.2770961538461538,Low Value,0,0,At-Risk Low Value Customers,18-24,Low Spend,0.3951025641025641,Low Retention
2000,39,Male,Socks,Clothing,89,Tennessee,L,Indigo,Winter,4.6,No,2-Day Shipping,No,No,26,Debit Card,Monthly,3.423076923076923,0,0,0,5,1,High Satisfaction,0.0,Low Promo Dependency,0.6144487179487179,Premium Value,0,0,Stable Mid-Value Customers,35-44,High Spend,0.5691282051282052,Medium Retention
2001,26,Male,Belt,Accessories,27,California,M,Lavender,Winter,3.6,No,2-Day Shipping,No,No,25,Cash,Bi-Weekly,1.08,0,0,0,1,0,Medium Satisfaction,0.0,Low Promo Dependency,0.16647435897435897,Low Value,0,0,At-Risk Low Value Customers,25-34,Low Spend,0.3244102564102564,Low Retention
2002,51,Male,Sunglasses,Accessories,90,Wyoming,S,Purple,Winter,2.6,No,Free Shipping,No,No,2,Debit Card,Fortnightly,45.0,0,0,0,6,0,Low Satisfaction,0.0,Low Promo Dependency,0.42572435897435895,High Value,0,0,At-Risk Low Value Customers,45-54,High Spend,0.3353589743589744,Low Retention
2003,31,Male,Shirt,Clothing,65,New York,M,Red,Summer,2.7,No,Express,No,No,19,PayPal,Every 3 Months,3.4210526315789473,0,0,0,4,0,Low Satisfaction,0.0,Low Promo Dependency,0.34798076923076926,Mid Value,0,0,At-Risk Low Value Customers,25-34,Medium Spend,0.3951025641025641,Low Retention
2004,68,Male,Sneakers,Footwear,72,Maine,S,Blue,Spring,3.1,No,Express,No,No,32,Cash,Quarterly,2.25,0,0,0,4,0,Medium Satisfaction,0.0,Low Promo Dependency,0.440948717948718,High Value,0,0,At-Risk Low Value Customers,55+,Medium Spend,0.5565641025641026,Medium Retention
2005,44,Male,Shoes,Footwear,70,Georgia,L,Blue,Fall,3.2,No,2-Day Shipping,No,No,13,Cash,Bi-Weekly,5.384615384615385,0,0,0,1,0,Medium Satisfaction,0.0,Low Promo Dependency,0.2639102564102564,Low Value,0,0,At-Risk Low Value Customers,35-44,Medium Spend,0.1788717948717949,Low Retention
2006,18,Male,Sandals,Footwear,82,Tennessee,M,Cyan,Winter,3.4,No,Store Pickup,No,No,30,PayPal,Fortnightly,2.7333333333333334,0,0,0,6,0,Medium Satisfaction,0.0,Low Promo Dependency,0.5374423076923077,Premium Value,0,0,At-Risk Low Value Customers,18-24,High Spend,0.6724358974358975,High Retention
2007,58,Male,Scarf,Accessories,97,New Mexico,S,Pink,Fall,4.4,No,Express,No,No,2,Credit Card,Annually,48.5,0,0,0,2,1,High Satisfaction,0.0,Low Promo Dependency,0.43755769230769226,High Value,0,0,Stable Mid-Value Customers,55+,High Spend,0.10387179487179488,Low Retention
2008,26,Male,Shirt,Clothing,25,Virginia,M,Silver,Summer,3.2,No,2-Day Shipping,No,No,8,PayPal,Quarterly,3.125,0,0,0,4,0,Medium Satisfaction,0.0,Low Promo Dependency,0.14726923076923076,Low Value,0,0,At-Risk Low Value Customers,25-34,Low Spend,0.2674871794871795,Low Retention
2009,57,Male,Skirt,Clothing,48,Florida,M,Gray,Spring,2.5,No,Free Shipping,No,No,27,PayPal,Every 3 Months,1.7777777777777777,0,0,0,4,0,Low Satisfaction,0.0,Low Promo Dependency,0.3284423076923077,Mid Value,0,0,At-Risk Low Value Customers,55+,Medium Spend,0.4938717948717949,Medium Retention
2010,37,Male,Boots,Footwear,99,Alabama,M,Indigo,Summer,3.8,No,Next Day Air,No,No,26,Venmo,Bi-Weekly,3.8076923076923075,0,0,0,1,0,Medium Satisfaction,0.0,Low Promo Dependency,0.4377820512820513,High Value,0,0,At-Risk Low Value Customers,35-44,High Spend,0.3364102564102564,Low Retention
2011,24,Male,Sweater,Clothing,21,Texas,M,Maroon,Summer,4.4,No,2-Day Shipping,No,No,3,Debit Card,Bi-Weekly,7.0,0,0,0,1,1,High Satisfaction,0.0,Low Promo Dependency,0.13274358974358974,Low Value,0,0,Stable Mid-Value Customers,18-24,Low Spend,0.05902564102564103,Low Retention
2012,57,Male,Sandals,Footwear,94,West Virginia,M,Beige,Spring,3.7,No,Express,No,No,4,Bank Transfer,Monthly,23.5,0,0,0,5,0,Medium Satisfaction,0.0,Low Promo Dependency,0.42378205128205126,High Value,0,0,At-Risk Low Value Customers,55+,High Spend,0.3057435897435897,Low Retention
2013,48,Male,Jeans,Clothing,53,Nevada,L,Green,Fall,3.2,No,Store Pickup,No,No,5,Cash,Fortnightly,10.6,0,0,0,6,0,Medium Satisfaction,0.0,Low Promo Dependency,0.309448717948718,Low Value,0,0,At-Risk Low Value Customers,45-54,Medium Spend,0.3755897435897436,Low Retention
2014,39,Male,Backpack,Accessories,70,Virginia,M,Peach,Winter,4.9,No,Standard,No,No,25,Debit Card,Quarterly,2.8,0,0,0,4,1,High Satisfaction,0.0,Low Promo Dependency,0.4973205128205128,High Value,0,0,Stable Mid-Value Customers,35-44,Medium Spend,0.46994871794871795,Medium Retention
2015,51,Male,Skirt,Clothing,26,Wisconsin,L,Black,Summer,3.9,No,Standard,No,No,47,PayPal,Bi-Weekly,0.5531914893617021,0,0,0,1,0,Medium Satisfaction,0.0,Low Promo Dependency,0.27223717948717946,Low Value,0,0,Stable Mid-Value Customers,45-54,Low Spend,0.5866410256410256,Medium Retention
2016,57,Male,Belt,Accessories,82,Virginia,S,Pink,Summer,4.5,No,Next Day Air,No,No,8,Credit Card,Fortnightly,10.25,0,0,0,6,1,High Satisfaction,0.0,Low Promo Dependency,0.5284358974358975,Premium Value,0,0,Stable Mid-Value Customers,55+,High Spend,0.41082051282051285,Medium Retention
2017,53,Male,Shoes,Footwear,47,Maine,S,Violet,Winter,3.4,No,Standard,No,No,20,Debit Card,Fortnightly,2.35,0,0,0,6,0,Medium Satisfaction,0.0,Low Promo Dependency,0.36080769230769233,Mid Value,0,0,At-Risk Low Value Customers,45-54,Medium Spend,0.5508205128205128,Medium Retention
2018,70,Male,Socks,Clothing,32,Massachusetts,S,Green,Winter,4.1,No,Next Day Air,No,No,42,Bank Transfer,Every 3 Months,0.7619047619047619,0,0,0,4,1,High Satisfaction,0.0,Low Promo Dependency,0.4437692307692308,High Value,0,1,Champions,55+,Low Spend,0.6731794871794872,High Retention
2019,60,Male,Backpack,Accessories,97,Arkansas,S,Gold,Fall,4.5,No,Store Pickup,No,No,20,Bank Transfer,Weekly,4.85,0,0,0,7,1,High Satisfaction,0.0,Low Promo Dependency,0.6707948717948717,Premium Value,0,0,Stable Mid-Value Customers,55+,High Spend,0.6062564102564103,High Retention
2020,31,Male,Shirt,Clothing,68,Idaho,S,Red,Winter,4.7,No,Store Pickup,No,No,23,Cash,Fortnightly,2.9565217391304346,0,0,0,6,1,High Satisfaction,0.0,Low Promo Dependency,0.5517051282051282,Premium Value,0,0,Stable Mid-Value Customers,25-34,Medium Spend,0.5875897435897436,Medium Retention
2021,41,Male,Sweater,Clothing,23,Pennsylvania,M,Beige,Winter,4.8,No,Next Day Air,No,No,26,Cash,Quarterly,0.8846153846153846,0,0,0,4,1,High Satisfaction,0.0,Low Promo Dependency,0.3284358974358974,Mid Value,0,0,Stable Mid-Value Customers,35-44,Low Spend,0.48194871794871796,Medium Retention
2022,62,Male,Handbag,Accessories,33,Maine,M,Green,Winter,4.4,No,Standard,No,No,48,Venmo,Quarterly,0.6875,0,0,0,4,1,High Satisfaction,0.0,Low Promo Dependency,0.47858333333333336,High Value,0,1,Champions,55+,Low Spend,0.7460256410256411,High Retention
2023,59,Male,Jewelry,Accessories,38,Alabama,S,Black,Winter,4.0,No,Store Pickup,No,No,16,Cash,Bi-Weekly,2.375,0,0,0,1,1,High Satisfaction,0.0,Low Promo Dependency,0.2647115384615385,Low Value,0,0,Stable Mid-Value Customers,55+,Low Spend,0.21494871794871795,Low Retention
2024,46,Male,Socks,Clothing,68,Idaho,S,Teal,Winter,4.1,No,Store Pickup,No,No,28,Cash,Bi-Weekly,2.4285714285714284,0,0,0,1,1,High Satisfaction,0.0,Low Promo Dependency,0.4330064102564103,High Value,0,0,Stable Mid-Value Customers,45-54,Medium Spend,0.3604871794871795,Low Retention
2025,62,Male,Socks,Clothing,23,Arkansas,L,Silver,Fall,3.7,No,Express,No,No,39,PayPal,Weekly,0.5897435897435898,0,0,0,7,0,Medium Satisfaction,0.0,Low Promo Dependency,0.3925,Mid Value,0,0,Stable Mid-Value Customers,55+,Low Spend,0.835948717948718,High Retention
2026,42,Male,Shirt,Clothing,29,Delaware,M,Turquoise,Summer,3.0,No,Express,No,No,43,Debit Card,Fortnightly,0.6744186046511628,0,0,0,6,0,Medium Satisfaction,0.0,Low Promo Dependency,0.40791666666666665,Mid Value,0,0,Stable Mid-Value Customers,35-44,Low Spend,0.8278205128205128,High Retention
